"n","len_of_arr","k","comparisions","swaps"
"5600","5","2800","70508","20020"
"5600","5","280","69465","19742"
"5600","5","5320","70122","19868"
"5600","5","2800","70709","19865"
"5600","5","280","70544","19952"
"5600","5","5320","68785","19629"
"5600","5","2800","71717","19900"
"5600","5","280","71379","19862"
"5600","5","5320","70018","19705"
"5600","5","2800","69226","19771"
"5600","5","280","69487","19793"
"5600","5","5320","68713","19751"
"5600","5","2800","68016","19755"
"5600","5","280","69290","19375"
"5600","5","5320","66318","19208"
"5600","5","2800","74857","20033"
"5600","5","280","73504","19815"
"5600","5","5320","71380","19786"
"5600","5","2800","72191","19572"
"5600","5","280","72528","19457"
"5600","5","5320","73571","19601"
"5600","5","2800","68731","19324"
"5600","5","280","69196","19452"
"5600","5","5320","68503","19633"
"5600","5","2800","73416","19744"
"5600","5","280","69745","19350"
"5600","5","5320","74201","19868"
"5600","5","2800","74376","19914"
"5600","5","280","73538","19795"
"5600","5","5320","74282","19718"
"5600","5","2800","71299","19870"
"5600","5","280","70177","19561"
"5600","5","5320","71467","19862"
"5600","5","2800","68158","19278"
"5600","5","280","68750","19301"
"5600","5","5320","68940","18954"
"5600","5","2800","69058","19747"
"5600","5","280","69157","19789"
"5600","5","5320","68851","19606"
"5600","5","2800","73230","19989"
"5600","5","280","73122","19883"
"5600","5","5320","72650","19866"
"5600","5","2800","70168","19946"
"5600","5","280","70049","19970"
"5600","5","5320","70347","19850"
"5600","5","2800","73123","19995"
"5600","5","280","69678","19318"
"5600","5","5320","72849","19856"
"5600","5","2800","69415","19862"
"5600","5","280","70144","19999"
"5600","5","5320","66430","19578"
"5600","5","2800","69814","19901"
"5600","5","280","70457","19933"
"5600","5","5320","67561","19521"
"5600","5","2800","70577","20169"
"5600","5","280","70259","19694"
"5600","5","5320","70346","19862"
"5600","5","2800","73076","20045"
"5600","5","280","71767","19879"
"5600","5","5320","72139","20079"
"5600","5","2800","74289","19742"
"5600","5","280","74635","19983"
"5600","5","5320","74630","19868"
"5600","5","2800","70343","19773"
"5600","5","280","70649","19839"
"5600","5","5320","70467","19657"
"5600","5","2800","72360","19638"
"5600","5","280","72937","19895"
"5600","5","5320","73143","19479"
"5600","5","2800","66534","19418"
"5600","5","280","69070","19302"
"5600","5","5320","66043","19256"
"5600","5","2800","69901","19729"
"5600","5","280","70669","19688"
"5600","5","5320","68132","19422"
"5600","5","2800","72712","19655"
"5600","5","280","71325","19722"
"5600","5","5320","73795","19754"
"5600","5","2800","69805","19525"
"5600","5","280","67869","19600"
"5600","5","5320","71123","20060"
"5600","5","2800","68449","19408"
"5600","5","280","68116","19212"
"5600","5","5320","68779","19426"
"5600","5","2800","69657","20024"
"5600","5","280","69927","19961"
"5600","5","5320","69547","19620"
"5600","5","2800","38503","10091"
"5600","5","280","71272","19549"
"5600","5","5320","73817","20004"
"5600","5","2800","69617","19888"
"5600","5","280","70071","19910"
"5600","5","5320","71037","19813"
"5600","5","2800","35132","9981"
"5600","5","280","69059","19785"
"5600","5","5320","70721","19743"
"5600","5","2800","71071","19858"
"5600","5","280","71586","20058"
"5600","5","5320","67799","19448"
"5600","5","2800","72615","20382"
"5600","5","280","71607","20256"
"5600","5","5320","70864","19864"
"5600","5","2800","70243","19942"
"5600","5","280","70034","19666"
"5600","5","5320","72032","19932"
"5600","5","2800","70236","19732"
"5600","5","280","68701","19430"
"5600","5","5320","73740","20027"
"5600","5","2800","68723","19857"
"5600","5","280","69459","19372"
"5600","5","5320","68986","19927"
"5600","5","2800","71425","19883"
"5600","5","280","70379","18628"
"5600","5","5320","72240","19779"
"5600","5","2800","72651","19937"
"5600","5","280","72572","19770"
"5600","5","5320","70835","19781"
"5600","5","2800","70121","19470"
"5600","5","280","69180","19826"
"5600","5","5320","68864","19047"
"5600","5","2800","70876","20040"
"5600","5","280","70845","20153"
"5600","5","5320","70280","19787"
"5600","5","2800","75411","20112"
"5600","5","280","74147","20065"
"5600","5","5320","72865","19773"
"5600","5","2800","69296","19698"
"5600","5","280","71448","20067"
"5600","5","5320","70867","20152"
"5600","5","2800","70423","19830"
"5600","5","280","70132","19810"
"5600","5","5320","69365","19840"
"5600","5","2800","68638","19556"
"5600","5","280","70870","19801"
"5600","5","5320","69290","19750"
"5600","5","2800","72040","20182"
"5600","5","280","71885","19687"
"5600","5","5320","72651","20214"
"5600","5","2800","70859","19624"
"5600","5","280","71944","19959"
"5600","5","5320","69747","19820"
"5600","5","2800","72962","19810"
"5600","5","280","72829","19797"
"5600","5","5320","73355","19872"
"5600","5","2800","74855","20068"
"5600","5","280","74473","19610"
"5600","5","5320","72427","19708"
"5600","5","2800","69756","19757"
"5600","5","280","70543","20044"
"5600","5","5320","71194","19970"
"5600","5","2800","69038","19602"
"5600","5","280","69092","19365"
"5600","5","5320","70480","19849"
"5600","5","2800","70158","19734"
"5600","5","280","69259","19354"
"5600","5","5320","70716","20034"
"5600","5","2800","67724","19662"
"5600","5","280","70507","20008"
"5600","5","5320","69331","19756"
"5600","5","2800","71553","19358"
"5600","5","280","67440","18127"
"5600","5","5320","71202","19547"
"5600","5","2800","70211","19802"
"5600","5","280","69609","19527"
"5600","5","5320","70477","19947"
"5600","5","2800","70188","19766"
"5600","5","280","70200","19841"
"5600","5","5320","69513","19736"
"5600","5","2800","69334","19900"
"5600","5","280","67822","19334"
"5600","5","5320","69036","19809"
"5600","5","2800","71458","19791"
"5600","5","280","69470","20119"
"5600","5","5320","71306","20087"
"5600","5","2800","73925","20133"
"5600","5","280","74549","19772"
"5600","5","5320","73132","19998"
"5600","5","2800","71535","19876"
"5600","5","280","71401","20041"
"5600","5","5320","69931","19888"
"5600","5","2800","73201","19962"
"5600","5","280","71819","19934"
"5600","5","5320","72161","19788"
"5600","5","2800","68875","19433"
"5600","5","280","69082","18882"
"5600","5","5320","70961","19793"
"5600","5","2800","69535","19366"
"5600","5","280","68264","19017"
"5600","5","5320","70029","19498"
"5600","5","2800","70678","20149"
"5600","5","280","70929","20118"
"5600","5","5320","72810","19988"
"5600","5","2800","66950","18883"
"5600","5","280","67121","18858"
"5600","5","5320","69241","19617"
"5600","5","2800","72323","19911"
"5600","5","280","68111","18784"
"5600","5","5320","71477","19793"
"5600","5","2800","71710","19091"
"5600","5","280","70885","19317"
"5600","5","5320","70864","19084"
"5600","5","2800","72041","19894"
"5600","5","280","70414","19361"
"5600","5","5320","69456","19681"
"5600","5","2800","73574","20249"
"5600","5","280","72095","19908"
"5600","5","5320","71526","19974"
"5600","5","2800","69192","19735"
"5600","5","280","68883","19564"
"5600","5","5320","69561","19644"
"5600","5","2800","69186","19913"
"5600","5","280","67801","19615"
"5600","5","5320","70364","20209"
"5600","5","2800","71889","19821"
"5600","5","280","71111","19833"
"5600","5","5320","68475","19529"
"5600","5","2800","72978","19965"
"5600","5","280","73914","20023"
"5600","5","5320","71218","19866"
"5600","5","2800","72932","19292"
"5600","5","280","75162","19748"
"5600","5","5320","72943","19200"
"5600","5","2800","70197","19907"
"5600","5","280","67611","19316"
"5600","5","5320","69970","19932"
"5600","5","2800","71979","19875"
"5600","5","280","72519","19974"
"5600","5","5320","69068","19252"
"5600","5","2800","69968","20041"
"5600","5","280","69366","19987"
"5600","5","5320","69573","19979"
"5600","5","2800","69374","19090"
"5600","5","280","70172","19681"
"5600","5","5320","69843","19177"
"5600","5","2800","68210","19308"
"5600","5","280","69249","19704"
"5600","5","5320","71767","19710"
"5600","5","2800","71520","20023"
"5600","5","280","69297","19801"
"5600","5","5320","70245","19888"
"5600","5","2800","74768","19790"
"5600","5","280","74399","19489"
"5600","5","5320","76020","19829"
"5600","5","2800","67317","19423"
"5600","5","280","68701","19427"
"5600","5","5320","67991","19882"
"5600","5","2800","72211","19472"
"5600","5","280","72297","19141"
"5600","5","5320","71882","19146"
"5600","5","2800","71945","19888"
"5600","5","280","70274","19971"
"5600","5","5320","69848","19470"
"5600","5","2800","71474","19728"
"5600","5","280","67879","19222"
"5600","5","5320","71890","19957"
"5600","5","2800","66348","19580"
"5600","5","280","67300","19806"
"5600","5","5320","66514","19546"
"5600","5","2800","76086","19899"
"5600","5","280","72240","19434"
"5600","5","5320","75652","19683"
"5600","5","2800","69866","19837"
"5600","5","280","69068","19520"
"5600","5","5320","72415","19724"
"5600","5","2800","36561","10134"
"5600","5","280","72280","19858"
"5600","5","5320","70670","20007"
"5600","5","2800","69097","20079"
"5600","5","280","68575","20018"
"5600","5","5320","67993","19401"
"5600","5","2800","69255","19678"
"5600","5","280","67843","19538"
"5600","5","5320","69061","19552"
"5600","5","2800","68376","18814"
"5600","5","280","68408","18894"
"5600","5","5320","68143","19782"
"5700","5","2850","74212","19920"
"5700","5","285","73953","20088"
"5700","5","5415","74662","20105"
"5700","5","2850","68258","19345"
"5700","5","285","67991","19191"
"5700","5","5415","69275","19162"
"5700","5","2850","69521","18905"
"5700","5","285","73066","20145"
"5700","5","5415","67168","18600"
"5700","5","2850","74144","20289"
"5700","5","285","73328","20241"
"5700","5","5415","73582","20551"
"5700","5","2850","73150","20269"
"5700","5","285","71651","19889"
"5700","5","5415","73538","20185"
"5700","5","2850","69874","20080"
"5700","5","285","71783","20286"
"5700","5","5415","71675","20136"
"5700","5","2850","74487","20402"
"5700","5","285","74404","20137"
"5700","5","5415","73467","20296"
"5700","5","2850","73980","20344"
"5700","5","285","68541","18942"
"5700","5","5415","73019","20337"
"5700","5","2850","72296","19188"
"5700","5","285","71715","19143"
"5700","5","5415","75169","20044"
"5700","5","2850","72600","20326"
"5700","5","285","73256","19817"
"5700","5","5415","74708","20616"
"5700","5","2850","69581","20088"
"5700","5","285","67456","19743"
"5700","5","5415","69464","20062"
"5700","5","2850","75067","19897"
"5700","5","285","74577","20064"
"5700","5","5415","75453","20043"
"5700","5","2850","71092","20214"
"5700","5","285","74487","20427"
"5700","5","5415","71508","20052"
"5700","5","2850","73546","20387"
"5700","5","285","72269","20469"
"5700","5","5415","71931","20138"
"5700","5","2850","68472","19225"
"5700","5","285","69005","19542"
"5700","5","5415","70091","19485"
"5700","5","2850","71444","20257"
"5700","5","285","68522","19871"
"5700","5","5415","72473","20674"
"5700","5","2850","73350","19994"
"5700","5","285","72562","20262"
"5700","5","5415","74114","20082"
"5700","5","2850","70391","20228"
"5700","5","285","70214","20190"
"5700","5","5415","71218","20269"
"5700","5","2850","72320","20114"
"5700","5","285","72451","20124"
"5700","5","5415","73485","20245"
"5700","5","2850","70989","20226"
"5700","5","285","70552","20164"
"5700","5","5415","67634","19561"
"5700","5","2850","70571","19975"
"5700","5","285","68391","19895"
"5700","5","5415","70080","19985"
"5700","5","2850","75081","20191"
"5700","5","285","75674","20007"
"5700","5","5415","76289","20399"
"5700","5","2850","70509","20251"
"5700","5","285","69503","20227"
"5700","5","5415","70318","20267"
"5700","5","2850","75715","20352"
"5700","5","285","76066","20399"
"5700","5","5415","76138","20375"
"5700","5","2850","73733","20318"
"5700","5","285","69890","19250"
"5700","5","5415","73768","20283"
"5700","5","2850","74507","19940"
"5700","5","285","74557","20060"
"5700","5","5415","76719","20335"
"5700","5","2850","67798","19886"
"5700","5","285","69277","19997"
"5700","5","5415","68939","20306"
"5700","5","2850","71121","20389"
"5700","5","285","70025","20153"
"5700","5","5415","69546","20157"
"5700","5","2850","72793","20260"
"5700","5","285","73785","20264"
"5700","5","5415","72295","19606"
"5700","5","2850","70339","20263"
"5700","5","285","68507","19860"
"5700","5","5415","70122","20304"
"5700","5","2850","72645","20379"
"5700","5","285","73474","20503"
"5700","5","5415","71104","20052"
"5700","5","2850","73007","20033"
"5700","5","285","72964","20043"
"5700","5","5415","72994","20071"
"5700","5","2850","71187","19796"
"5700","5","285","69015","19886"
"5700","5","5415","71840","19993"
"5700","5","2850","73902","20458"
"5700","5","285","73541","20550"
"5700","5","5415","72832","20283"
"5700","5","2850","70104","20550"
"5700","5","285","69950","20538"
"5700","5","5415","68033","19576"
"5700","5","2850","72371","20168"
"5700","5","285","73888","20287"
"5700","5","5415","73301","20176"
"5700","5","2850","74344","19916"
"5700","5","285","73125","19876"
"5700","5","5415","73512","19969"
"5700","5","2850","70487","20318"
"5700","5","285","69949","20110"
"5700","5","5415","71329","20341"
"5700","5","2850","65441","18319"
"5700","5","285","64384","18224"
"5700","5","5415","64311","18062"
"5700","5","2850","71367","20401"
"5700","5","285","71474","20481"
"5700","5","5415","68875","20212"
"5700","5","2850","68406","20237"
"5700","5","285","69119","20352"
"5700","5","5415","70621","20298"
"5700","5","2850","28195","8259"
"5700","5","285","64297","18354"
"5700","5","5415","64249","18415"
"5700","5","2850","71946","20037"
"5700","5","285","73102","19813"
"5700","5","5415","73918","20611"
"5700","5","2850","68472","20402"
"5700","5","285","68445","20132"
"5700","5","5415","69504","20280"
"5700","5","2850","74040","19978"
"5700","5","285","74562","19919"
"5700","5","5415","73014","20130"
"5700","5","2850","73702","19978"
"5700","5","285","71809","20069"
"5700","5","5415","75007","20290"
"5700","5","2850","73793","20188"
"5700","5","285","74969","20412"
"5700","5","5415","72770","19959"
"5700","5","2850","74530","20344"
"5700","5","285","75243","20154"
"5700","5","5415","75161","20311"
"5700","5","2850","69873","19815"
"5700","5","285","71227","20034"
"5700","5","5415","67910","19363"
"5700","5","2850","70682","19536"
"5700","5","285","67301","18251"
"5700","5","5415","71125","19785"
"5700","5","2850","73768","20484"
"5700","5","285","74054","20697"
"5700","5","5415","72986","20166"
"5700","5","2850","73222","20406"
"5700","5","285","71425","19876"
"5700","5","5415","72848","20192"
"5700","5","2850","76744","20458"
"5700","5","285","76469","20353"
"5700","5","5415","74535","20125"
"5700","5","2850","72103","19854"
"5700","5","285","72144","20212"
"5700","5","5415","72883","20313"
"5700","5","2850","73711","20362"
"5700","5","285","73576","20168"
"5700","5","5415","70531","20175"
"5700","5","2850","71917","20152"
"5700","5","285","70963","19834"
"5700","5","5415","71904","20087"
"5700","5","2850","74721","19846"
"5700","5","285","72977","19641"
"5700","5","5415","72888","19731"
"5700","5","2850","69717","20208"
"5700","5","285","69066","19952"
"5700","5","5415","69104","19562"
"5700","5","2850","72834","20474"
"5700","5","285","71851","19997"
"5700","5","5415","71136","20270"
"5700","5","2850","76749","20082"
"5700","5","285","76646","20377"
"5700","5","5415","73772","20234"
"5700","5","2850","71739","20060"
"5700","5","285","72649","20083"
"5700","5","5415","72935","19863"
"5700","5","2850","69432","20142"
"5700","5","285","67032","19637"
"5700","5","5415","68525","20120"
"5700","5","2850","71097","20309"
"5700","5","285","70199","20085"
"5700","5","5415","71150","20217"
"5700","5","2850","76800","20298"
"5700","5","285","73988","19977"
"5700","5","5415","75417","19818"
"5700","5","2850","72797","20182"
"5700","5","285","70345","19463"
"5700","5","5415","72599","20002"
"5700","5","2850","70357","20145"
"5700","5","285","71128","20205"
"5700","5","5415","68946","19919"
"5700","5","2850","72742","20466"
"5700","5","285","72342","20149"
"5700","5","5415","72488","20026"
"5700","5","2850","76464","20239"
"5700","5","285","77070","20427"
"5700","5","5415","73994","19960"
"5700","5","2850","71353","20232"
"5700","5","285","70477","20093"
"5700","5","5415","71448","20209"
"5700","5","2850","74909","20357"
"5700","5","285","75697","20426"
"5700","5","5415","74783","20063"
"5700","5","2850","74371","19921"
"5700","5","285","74748","19819"
"5700","5","5415","75799","20166"
"5700","5","2850","74412","20236"
"5700","5","285","73134","19742"
"5700","5","5415","74413","20106"
"5700","5","2850","72927","20015"
"5700","5","285","71324","19616"
"5700","5","5415","73257","20196"
"5700","5","2850","68220","19777"
"5700","5","285","67638","19712"
"5700","5","5415","67090","19392"
"5700","5","2850","71981","20288"
"5700","5","285","73093","20041"
"5700","5","5415","72068","20381"
"5700","5","2850","72113","20032"
"5700","5","285","70354","19691"
"5700","5","5415","72710","20165"
"5700","5","2850","75702","20269"
"5700","5","285","73800","19806"
"5700","5","5415","76224","20282"
"5700","5","2850","39555","10201"
"5700","5","285","77481","20272"
"5700","5","5415","76512","20295"
"5700","5","2850","73613","19814"
"5700","5","285","73777","20178"
"5700","5","5415","74865","20182"
"5700","5","2850","72903","19951"
"5700","5","285","71801","20220"
"5700","5","5415","73462","20193"
"5700","5","2850","73247","20270"
"5700","5","285","73844","20027"
"5700","5","5415","73123","19911"
"5700","5","2850","74002","20333"
"5700","5","285","72059","19795"
"5700","5","5415","75111","20168"
"5700","5","2850","71625","20163"
"5700","5","285","71755","20203"
"5700","5","5415","70839","20150"
"5700","5","2850","72380","20449"
"5700","5","285","72782","20417"
"5700","5","5415","72535","20237"
"5700","5","2850","72568","19775"
"5700","5","285","71808","19539"
"5700","5","5415","73979","20322"
"5700","5","2850","76602","20454"
"5700","5","285","74238","20238"
"5700","5","5415","75990","20424"
"5700","5","2850","73518","19911"
"5700","5","285","71374","19294"
"5700","5","5415","72992","19709"
"5700","5","2850","70645","20305"
"5700","5","285","70682","20238"
"5700","5","5415","70601","20267"
"5700","5","2850","73590","20333"
"5700","5","285","74736","20176"
"5700","5","5415","73170","19867"
"5700","5","2850","73683","20474"
"5700","5","285","71303","20148"
"5700","5","5415","72656","20217"
"5700","5","2850","72986","19890"
"5700","5","285","72441","20108"
"5700","5","5415","72696","19961"
"5700","5","2850","63569","18466"
"5700","5","285","62290","17802"
"5700","5","5415","62603","18083"
"5700","5","2850","72461","20039"
"5700","5","285","71707","20197"
"5700","5","5415","72882","20072"
"5700","5","2850","73669","19960"
"5700","5","285","74005","20023"
"5700","5","5415","68387","18684"
"5700","5","2850","73461","19785"
"5700","5","285","73285","19697"
"5700","5","5415","71738","19429"
"5700","5","2850","72721","20440"
"5700","5","285","71503","20057"
"5700","5","5415","71535","20290"
"5700","5","2850","69939","19958"
"5700","5","285","70626","19567"
"5700","5","5415","71126","20204"
"5700","5","2850","68324","20058"
"5700","5","285","69714","20176"
"5700","5","5415","71047","20223"
"5700","5","2850","74216","20498"
"5700","5","285","71227","20118"
"5700","5","5415","75294","20406"
"5700","5","2850","71823","19891"
"5700","5","285","71016","19940"
"5700","5","5415","72968","20324"
"5800","5","2900","72963","20208"
"5800","5","290","73693","20443"
"5800","5","5510","73407","20472"
"5800","5","2900","77767","20486"
"5800","5","290","75305","20216"
"5800","5","5510","76861","20334"
"5800","5","2900","75206","20595"
"5800","5","290","76577","20866"
"5800","5","5510","75681","20427"
"5800","5","2900","74947","20554"
"5800","5","290","76249","20710"
"5800","5","5510","76217","20549"
"5800","5","2900","72759","20364"
"5800","5","290","71797","20189"
"5800","5","5510","73006","20269"
"5800","5","2900","71590","20502"
"5800","5","290","71582","20383"
"5800","5","5510","71629","20276"
"5800","5","2900","73409","20320"
"5800","5","290","74196","20360"
"5800","5","5510","75234","20518"
"5800","5","2900","71845","20429"
"5800","5","290","74022","20520"
"5800","5","5510","71752","20304"
"5800","5","2900","76403","20684"
"5800","5","290","74512","20606"
"5800","5","5510","76321","20566"
"5800","5","2900","72811","20438"
"5800","5","290","75207","21053"
"5800","5","5510","73394","20512"
"5800","5","2900","74097","20644"
"5800","5","290","73293","20469"
"5800","5","5510","75697","20765"
"5800","5","2900","71267","19612"
"5800","5","290","71209","19507"
"5800","5","5510","71171","19857"
"5800","5","2900","72657","20069"
"5800","5","290","69378","20278"
"5800","5","5510","69535","19609"
"5800","5","2900","74845","20639"
"5800","5","290","73014","20523"
"5800","5","5510","75714","20591"
"5800","5","2900","70725","20416"
"5800","5","290","71226","20465"
"5800","5","5510","71290","20531"
"5800","5","2900","72993","20771"
"5800","5","290","71678","20430"
"5800","5","5510","73957","20754"
"5800","5","2900","74200","19823"
"5800","5","290","76154","20357"
"5800","5","5510","75784","20394"
"5800","5","2900","73355","20583"
"5800","5","290","71562","20340"
"5800","5","5510","72506","20496"
"5800","5","2900","75696","20895"
"5800","5","290","75791","20766"
"5800","5","5510","73047","20050"
"5800","5","2900","74335","20670"
"5800","5","290","72330","20481"
"5800","5","5510","73063","20521"
"5800","5","2900","76168","20320"
"5800","5","290","74330","19567"
"5800","5","5510","75991","20539"
"5800","5","2900","77176","20655"
"5800","5","290","78224","20545"
"5800","5","5510","78538","20741"
"5800","5","2900","75533","19900"
"5800","5","290","78074","20491"
"5800","5","5510","75176","20333"
"5800","5","2900","75010","20219"
"5800","5","290","74761","20460"
"5800","5","5510","75341","20434"
"5800","5","2900","71201","20402"
"5800","5","290","71024","20342"
"5800","5","5510","71523","20709"
"5800","5","2900","76045","20399"
"5800","5","290","72560","19719"
"5800","5","5510","76353","20392"
"5800","5","2900","76011","20467"
"5800","5","290","73449","20284"
"5800","5","5510","76731","20597"
"5800","5","2900","74441","20482"
"5800","5","290","71955","20055"
"5800","5","5510","73981","20570"
"5800","5","2900","67515","18668"
"5800","5","290","67017","18613"
"5800","5","5510","66633","18624"
"5800","5","2900","72069","20192"
"5800","5","290","70601","19935"
"5800","5","5510","72877","20463"
"5800","5","2900","36549","10326"
"5800","5","290","71843","20424"
"5800","5","5510","72003","20664"
"5800","5","2900","72524","20183"
"5800","5","290","70444","19805"
"5800","5","5510","68765","19872"
"5800","5","2900","75655","20380"
"5800","5","290","76782","20617"
"5800","5","5510","76932","20368"
"5800","5","2900","73201","20489"
"5800","5","290","75840","21006"
"5800","5","5510","73626","20461"
"5800","5","2900","76979","20452"
"5800","5","290","77645","20541"
"5800","5","5510","76913","20524"
"5800","5","2900","74777","20502"
"5800","5","290","76824","20540"
"5800","5","5510","73622","19999"
"5800","5","2900","75199","20727"
"5800","5","290","76301","20706"
"5800","5","5510","74994","20560"
"5800","5","2900","73538","20707"
"5800","5","290","74417","20733"
"5800","5","5510","70262","20382"
"5800","5","2900","73515","20221"
"5800","5","290","74947","20283"
"5800","5","5510","74282","20669"
"5800","5","2900","74193","20659"
"5800","5","290","73378","19978"
"5800","5","5510","71928","20438"
"5800","5","2900","75418","20281"
"5800","5","290","73811","20281"
"5800","5","5510","75311","20426"
"5800","5","2900","75417","20506"
"5800","5","290","75942","20440"
"5800","5","5510","73441","20195"
"5800","5","2900","78906","20727"
"5800","5","290","75867","20574"
"5800","5","5510","78489","20701"
"5800","5","2900","72316","20353"
"5800","5","290","72631","20551"
"5800","5","5510","71302","20491"
"5800","5","2900","72411","20568"
"5800","5","290","72514","20596"
"5800","5","5510","70675","20402"
"5800","5","2900","73437","20534"
"5800","5","290","73578","20519"
"5800","5","5510","73424","20486"
"5800","5","2900","75747","20638"
"5800","5","290","77306","20746"
"5800","5","5510","76198","20591"
"5800","5","2900","74657","20589"
"5800","5","290","74055","20645"
"5800","5","5510","73792","20405"
"5800","5","2900","75382","20653"
"5800","5","290","75678","20620"
"5800","5","5510","72903","20237"
"5800","5","2900","75452","20459"
"5800","5","290","75209","20030"
"5800","5","5510","74722","20298"
"5800","5","2900","69805","20081"
"5800","5","290","70942","20646"
"5800","5","5510","72947","20464"
"5800","5","2900","73026","20244"
"5800","5","290","72710","20561"
"5800","5","5510","73132","20282"
"5800","5","2900","71970","20643"
"5800","5","290","73237","20650"
"5800","5","5510","73912","20920"
"5800","5","2900","73976","20438"
"5800","5","290","74634","20083"
"5800","5","5510","72766","20060"
"5800","5","2900","74657","20223"
"5800","5","290","71742","19754"
"5800","5","5510","75860","20420"
"5800","5","2900","74392","20418"
"5800","5","290","73672","20542"
"5800","5","5510","74748","20444"
"5800","5","2900","71575","20511"
"5800","5","290","72029","20617"
"5800","5","5510","72521","20558"
"5800","5","2900","72710","20604"
"5800","5","290","71767","20583"
"5800","5","5510","71517","20420"
"5800","5","2900","71647","20273"
"5800","5","290","70207","19942"
"5800","5","5510","70930","19866"
"5800","5","2900","70896","20301"
"5800","5","290","70485","20037"
"5800","5","5510","71255","20354"
"5800","5","2900","75795","21018"
"5800","5","290","75142","20760"
"5800","5","5510","72857","20354"
"5800","5","2900","73563","20721"
"5800","5","290","73520","20641"
"5800","5","5510","71300","19752"
"5800","5","2900","72823","20545"
"5800","5","290","72211","20297"
"5800","5","5510","72210","20300"
"5800","5","2900","72248","20171"
"5800","5","290","72954","20240"
"5800","5","5510","71966","20193"
"5800","5","2900","75784","20483"
"5800","5","290","75726","20868"
"5800","5","5510","77434","20797"
"5800","5","2900","73574","20319"
"5800","5","290","72781","20376"
"5800","5","5510","76202","20707"
"5800","5","2900","74138","20755"
"5800","5","290","74225","20669"
"5800","5","5510","71881","20384"
"5800","5","2900","72800","20408"
"5800","5","290","73414","20768"
"5800","5","5510","71455","20395"
"5800","5","2900","71989","20682"
"5800","5","290","71068","20051"
"5800","5","5510","72844","20784"
"5800","5","2900","74131","20688"
"5800","5","290","73229","20472"
"5800","5","5510","72661","20355"
"5800","5","2900","75542","20452"
"5800","5","290","75502","20506"
"5800","5","5510","74480","20568"
"5800","5","2900","69144","19506"
"5800","5","290","71186","20317"
"5800","5","5510","68928","19623"
"5800","5","2900","70501","20206"
"5800","5","290","71481","20449"
"5800","5","5510","70244","20355"
"5800","5","2900","74625","20547"
"5800","5","290","74103","20060"
"5800","5","5510","71791","20192"
"5800","5","2900","73677","20512"
"5800","5","290","73151","20729"
"5800","5","5510","73613","20438"
"5800","5","2900","76261","20592"
"5800","5","290","76771","20655"
"5800","5","5510","76885","20566"
"5800","5","2900","76981","20582"
"5800","5","290","76446","20688"
"5800","5","5510","76480","20422"
"5800","5","2900","76449","20357"
"5800","5","290","75488","19980"
"5800","5","5510","76401","20312"
"5800","5","2900","75627","20594"
"5800","5","290","74144","20452"
"5800","5","5510","75646","20683"
"5800","5","2900","73456","20457"
"5800","5","290","74154","20690"
"5800","5","5510","73719","20619"
"5800","5","2900","77575","20724"
"5800","5","290","76405","20909"
"5800","5","5510","72312","20117"
"5800","5","2900","72108","20334"
"5800","5","290","67111","18995"
"5800","5","5510","71969","20272"
"5800","5","2900","70319","19474"
"5800","5","290","70065","19377"
"5800","5","5510","71749","20455"
"5800","5","2900","73528","20610"
"5800","5","290","72821","20256"
"5800","5","5510","72628","20681"
"5800","5","2900","70295","20280"
"5800","5","290","71220","20536"
"5800","5","5510","70722","20154"
"5800","5","2900","70644","19348"
"5800","5","290","71559","20089"
"5800","5","5510","72427","19791"
"5800","5","2900","70731","20053"
"5800","5","290","73303","20563"
"5800","5","5510","73115","20231"
"5800","5","2900","69329","19594"
"5800","5","290","69203","19612"
"5800","5","5510","73873","20684"
"5800","5","2900","74777","20083"
"5800","5","290","72519","19988"
"5800","5","5510","75656","20345"
"5800","5","2900","69644","20644"
"5800","5","290","70651","20534"
"5800","5","5510","72249","20731"
"5800","5","2900","72121","20327"
"5800","5","290","69089","19964"
"5800","5","5510","70880","19835"
"5800","5","2900","75012","20863"
"5800","5","290","74617","20776"
"5800","5","5510","74058","20618"
"5800","5","2900","71148","20419"
"5800","5","290","74653","20464"
"5800","5","5510","71887","20536"
"5800","5","2900","74526","20400"
"5800","5","290","75160","20406"
"5800","5","5510","74635","20426"
"5800","5","2900","74070","20461"
"5800","5","290","73246","20385"
"5800","5","5510","74485","20445"
"5800","5","2900","74398","20527"
"5800","5","290","75248","20470"
"5800","5","5510","74559","20489"
"5800","5","2900","74579","20067"
"5800","5","290","76664","20715"
"5800","5","5510","73957","19756"
"5800","5","2900","72608","20643"
"5800","5","290","71675","20469"
"5800","5","5510","71187","20497"
"5800","5","2900","69704","20213"
"5800","5","290","71246","20407"
"5800","5","5510","69839","20225"
"5800","5","2900","72483","19812"
"5800","5","290","74871","20194"
"5800","5","5510","72829","19973"
"5900","5","2950","39227","10654"
"5900","5","295","76134","20901"
"5900","5","5605","75482","20989"
"5900","5","2950","73591","20514"
"5900","5","295","72362","20348"
"5900","5","5605","74972","20899"
"5900","5","2950","72050","20638"
"5900","5","295","73218","20995"
"5900","5","5605","72583","20513"
"5900","5","2950","75817","20732"
"5900","5","295","76750","20913"
"5900","5","5605","77673","20755"
"5900","5","2950","74581","20928"
"5900","5","295","74524","21080"
"5900","5","5605","74110","20516"
"5900","5","2950","75983","20885"
